root;no_asm;no_8x8dct;no_cabac;no_deblock;no_fast_pskip;no_mbtree;no_mixed_refs;no_weightb;rc_lookahead;rc_lookahead_20;rc_lookahead_40;rc_lookahead_60;ref;ref_1;ref_5;ref_9;Performance
1;1;1;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0.2894
1;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0.2686
1;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;0.3084
1;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0.2894
1;1;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0.3394
1;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;0.286
1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0.5314
1;1;1;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0.2506
1;1;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0;0.2784
1;1;0;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0.302
1;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0.2804
1;1;1;1;0;0;0;0;0;1;1;0;0;1;1;0;0;0.2902
